SourceFile,PlazoPresentacionFecha,OrganismoConvocante,InformacionWeb,Presupuesto,Objeto,Score
20251114_Licitaciones.xlsx,12/1/2025,AGENCIA DE CONTRATACIÓN SANITARIA DE LA COMUNIDAD DE MADRID,contratos-publicos.comunidad.madrid/contrato-publico/pas-ser-122025-gestion-pruebas-enfermeras-auxiliar-administrativo,63827.58,"El objeto del presente contrato es proporcionar un servicio de apoyo a la gestión de pruebas selectivas para acceso a la condición de personal estatutario fijo, que comprende la maquetación y edición de hojas de respuesta múltiple y cuestionarios de examen, servicio de consulta on line para información de los lugares de examen, procesamiento y corrección de las hojas de respuesta y emisión de listados de calificación, distribución y recogida de cuadernillos y hojas de respuesta, con el alcance y contenido que se detalla en el presente pliego y en los pliegos de prescripciones técnicas.",1
20251114_Licitaciones.xlsx,12/1/2025,AYUNTAMIENTO DE BARCELONA,contractaciopublica.cat/ca/detall-publicacio/1d714272-01c6-4ba7-b2d6-fa8a8bf3bae5/300618174,129952.76,Servicios de subtitulación a la comunicación oral del Distrito de Nou Barris con medidas de contratación pública sostenible.,1
20251114_Licitaciones.xlsx,12/15/2025,DIPUTACIÓN DE TARRAGONA,contractaciopublica.cat/ca/detall-publicacio/82b01388-5c1a-4a84-bcc2-47f52db386e1/300617222,1188039.22,"Servicio de planificación, negociación e inserción de publicidad y promoción de la Diputación de Tarragona en los medios de comunicación.",2
20251114_Licitaciones.xlsx,12/12/2025,DIRECCIÓN GENERAL DE EXTREMADURA AVANTE S.L.U,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=f8JucnA2jYjzAq95uGTrDQ%3D%3D,1158663,"Contratación del Servicio de Asistencia Técnica para la Ejecución del Proyecto Extremely European 2026-2028 UK/JP, por lotes. Lote 1 Reino Unido. Lote 2 Japón.

",1
20251114_Licitaciones.xlsx,11/28/2025,"MUTUA UNIVERSAL MUGENAT, MUTUA COLABORADORA CON LA SEGURIDAD SOCIAL Nº 10",contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=%2F8O%2BbvfK79SFQ%2FlhRK79lA%3D%3D,15000,Suscripción plataforma email marketing de MailChimp,4
20251114_Licitaciones.xlsx,12/17/2025,"CORPORACIÓ CATALANA DE MITJANS AUDIOVISUALS, SA (CCMA, SA)",contractaciopublica.cat/ca/detall-publicacio/d6ace147-de3c-40a5-832d-b825dc168846/300616163,180000,"Servicio de creación de imágenes digitales en diverses tipologías de grafismos y proyectos asociados. NOTA IMPORTANTE: RECOGIDA DEL BRIEFING La CCMA, S. A. dispone del briefing que las empresas licitadoras tendrán que desarrollar y que es objeto de la valoración cualitativa. Al tratarse de un documento que contiene información confidencial, las empresas que estén interesadas en recibir la documentación tendrán que enviar un correo electrónico adjuntando el Anexo debidamente cumplimentado y firmado, antes del día 3 de diciembre de 2025 a la dirección administracioiserveiscompres@ccma.cat, indicando en el asunto del correo: CPO 2511OB08 Petición briefing",3
20251114_Licitaciones.xlsx,,OA PATRONATO DE TURISMO DE LA DIPUTACIÓN DE TARRAGONA,contractaciopublica.gencat.cat/perfil/DIPTA,,Agencia de medios para espacios publicitarios,2
20251117_Licitaciones.xlsx,12/17/2025,"CONSEJERO DELEGADO DE INGENIERÍA DE SISTEMAS PARA LA DEFENSA DE ESPAÑA S.A., S.M.E. Y M.P",contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Y26qfHDrFCrpxJFXpLZ%2B2A%3D%3D,70000,Contratación de apoyo a la seguridad operacional y aseguramiento del software de los sistemas de comunicaciones para la navegación aérea.,1
20251117_Licitaciones.xlsx,12/31/2026,"PRESIDENCIA DEL CONSEJO DE ADMINISTRACIÓN DEL HIPÓDROMO DE LA ZARZUELA, S.A., S.M.E",contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=xoXhR0nr%2F2y2gkLQ8TeYKA%3D%3D,,"Homologación de Comerciales externos para Hipódromo de la Zarzuela, S.A., S.M.E",1
20251117_Licitaciones.xlsx,12/15/2025,"PROMOTORA D'EXPORTACIONS CATALANES, SA (PRODECA)",contractaciopublica.cat/ca/detall-publicacio/cffed693-3a43-4b84-acf4-bbe6317674a4/300619314,747955.21,"Servicio de diseño, montaje, desmontaje, mantenimiento y supervisión de los stands que conforman los pabellones de Cataluña en la Feria Alimentaria 2026, y del servicio de concejalía, producción y programación de cocina en directo del espacio Catalonia HUB e Intercarn. Lote 1 Stands Alimentaria 2026. Lote 2 Cocina en directo Alimentaria 2026.",1
20251117_Licitaciones.xlsx,12/1/2025,"CONSEJO DE ADMINISTRACIÓN DE ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, E.P.E",contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=2yvzGXsLE8mLAncw3qdZkA%3D%3D,3000000,Servicios para la realización y producción de tres fashion films (dividido en 3 lotes). Lote 1: Producción del fashion film 2: audiovisual y moda. Lote 2: Producción del fashion film 2: audiovisual y música. Lote 3: Producción del fashion film 3: audiovisual y hábitat.,2
20251117_Licitaciones.xlsx,11/28/2025,ALCALDÍA DEL AYUNTAMIENTO DE HUMANES DE MADRID (MADRID),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=V%2Fu2htINhmbVGIpKDxgsAQ%3D%3D,2400,Servicio de distribución de publicaciones y campañas informativas del Ayuntamiento de Humanes de Madrid,2
20251117_Licitaciones.xlsx,11/28/2025,AYUNTAMIENTO DE GAVÀ (BARCELONA),contractaciopublica.cat/ca/detall-publicacio/6fedaa8e-eb14-4775-9bc0-99062cf5662a/300619047,8016.53,"Contratación del servicio de diseño, gestión y producción del evento de la Noche de la Pagesia",2
20251117_Licitaciones.xlsx,11/28/2025,"CONSEJO DE ADMINISTRACIÓN DE ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, E.P.E",contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=hp7jf2JAOiE7%2B9FIQYNjeQ%3D%3D,2000000,Contratación de servicios de comunicación y relaciones públicas para la realización de una campaña de branded content.,5
20251117_Licitaciones.xlsx,12/1/2025,CONSORCIO PARA LA FORMACIÓN CONTINUA DE CATALUNYA,contractaciopublica.cat/ca/detall-publicacio/0acc1af8-ca6f-49ca-a8e6-c33b47fafcc5/300616472,14400,Servicio de producción de vídeos promocionales del Consorcio para la Formación Continua,5
20251117_Licitaciones.xlsx,12/1/2025,RECTORADO DE LA UNIVERSIDAD AUTÓNOMA DE MADRID,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=%2BDLwD1M7wqn10HRJw8TEnQ%3D%3D,15000,Servicio para la producción de contenido multimedia de calidad (vídeo/fotografía) para la Universidad Autónoma de Madrid (UAM) por precios unitarios,5
20251117_Licitaciones.xlsx,11/28/2025,JUNTA DE GOBIERNO DEL AYUNTAMIENTO DE TORREVIEJA (ALICANTE),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=AiIG0Pp3hRFeKgd8LfVV9g%3D%3D,54402.43,"Contratación de la organización de desfile de comparsas del Carnaval de Torrevieja en Madrid, mediante tramitación anticipada de gasto, por urgencia.",1
20251117_Licitaciones.xlsx,12/1/2025,JUNTA DE GOBIERNO DEL AYUNTAMIENTO DE MÓSTOLES (MADRID),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=EuUNElKZmLwZDGvgaZEVxQ%3D%3D,61800,Servicios de apoyo fotográfico al departamento de comunicación del Ayuntamiento de Móstoles.,2
20251117_Licitaciones.xlsx,11/28/2025,AYUNTAMIENTO DE BARBERÀ DEL VALLÈS (BARCELONA),contractaciopublica.cat/ca/detall-publicacio/b018c7dd-7d3e-47e7-a190-f3d2326c5e8e/300617061,47933.88,"Contratación de los servicios para la elaboración y ejecución de la campaña de acciones por el lanzamiento de la marca de ciudad del municipio de Barberà del Vallès que figura en el cuadro de características anexo (Anexo 1). En la licitación y ejecución del contrato regirán, además de la normativa legal aplicable, el Pliego de cláusulas administrativas particulares y el Pliego de prescripciones técnicas (PPT) (Anexo 2)",1
20251117_Licitaciones.xlsx,11/18/2025,"PRINCIPADO DE ASTURIAS. CONSEJERÍA DE PRESIDENCIA, RETO DEMOGRÁFICO, IGUALDAD Y TURISMO",miprincipado.asturias.es/perfil-contratante/ofertas-contratos-menores,14998,"El servicio de planificación, compra y gestión de medios para la difusión de un vídeo que, con motivo
 
del segundo aniversario del hito, pone de manifiesto la importancia de la llegada de la alta velocidad
 
a Asturias. El servicio incluirá la elaboración de la planificación de medios, la compra de espacios, la
 
gestión técnica de las inserciones y la entrega de los comprobantes de emisión orrespondientes.",2
20251117_Licitaciones.xlsx,,AGENCIA CATALANA DE TURISMO,contractaciopublica.cat/es/detall-publicacio/300618147,135126.07,"Servicio de promoción del enoturismo a través de las Rutas del Vino de Catalunya, en el marco del Plan de Recuperación, Transformación y Resiliencia, financiado por la Unión Europea con los fondos Next Generation EU",3
20251117_Licitaciones.xlsx,,AGENCIA CATALANA DE TURISMO,contractaciopublica.cat/ca/detall-publicacio/9f82e9e0-3d68-496f-82d4-65be4da2d14a/300618147,111674.44,"Servicio de promoción del enoturismo a través de las Rutas del Vino de Cataluña, en el marco del Plan de Recuperación, Transformación y Resiliencia, financiado por la Unión Europea con los fondos Next Generation EU. El objeto del contrato deriva del proyecto estatal Plan Territorial de Sostenibilidad Turística y, en concreto, de la Actuación de Cohesión entre Destinos (ACD) “Cataluña, Tierra de sabores”, aprobado dentro del Plan de Recuperación, Transformación y Resiliencia, financiado por la Unión Europea en el marco de los fondos Next Generation EU, para la consecución digitalización del tejido industrial y de la pyme, recuperación del turismo e impulso en una España nación emprendedora"" y, concretamente en el Componente 14 ""Plan de modernización y competitividad del sector turístico"", Inversión 1 ""Transformación del modelo hacia la sostenibilidad"". Se enmarca en el Plan Nacional de Turismo Enogastronómico y pretende definir un modelo de turismo enogastronómico regenerativo, slow e innovador, que permita promover Cataluña como destino turístico con identidad estructurando una oferta de valor que sea atractiva, competitiva y se base en el modelo 4D (desestacionalización, diversificación, descongestión y gasto) y. La actuación de la ACD Terra de Sabors que enmarca el objeto del contrato es la actuación 24 del Eje 4. COMPETITIVIDAD, que está relacionada con la Mejora de la competitividad de la oferta actual de las rutas del vino de Cataluña. Esta licitación se divide en los siguientes lotes: - Lote 1: Estructuración de producto Rutas del Vino a nivel de Cataluña. - Lote 2: Elaboración de contenidos sobre las Rutas del Vino de Cataluña para poder promocionarlos. - Lote 3: Puesta en valor de las Rutas del Vino de Cataluña para sensibilizar a residentes y turistas",4
20251117_Licitaciones.xlsx,11/20/2025,CONCEJAL DE CONTRATACIÓN DEL AYUNTAMIENTO DE PINTO (MADRID),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=i%2FrQ4OQJMJN6nTs9LZ9RhQ%3D%3D,2149,Servicios de asistencia técnica para la conmemoración de la Día Internacional del Voluntariado 2025.,1
20251117_Licitaciones.xlsx,11/21/2025,ALCALDÍA DEL AYUNTAMIENTO DE LANGREO (ASTURIAS),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=XGqDrrbNUcvjHF5qKI4aaw%3D%3D,4132.23,Servicio de consultoría y asistencia técnica para la elaboración del Plan Estratégico de Turismo Langreo 2030.,1
20251117_Licitaciones.xlsx,12/1/2025,CONSEJO RECTOR DEL INSTITUTO MUNICIPAL DE TURISMO DE CÓRDOBA (IMTUR),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=p6BELtiq7UU7%2B9FIQYNjeQ%3D%3D,7438.02,Servicio de secretaria Técnica para la organización de contactos profesionales en FITUR 2026,1
20251117_Licitaciones.xlsx,12/2/2025,JUNTA DE GOBIERNO DEL AYUNTAMIENTO DE MIERES (ASTURIAS),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=DJ67AjWJTskl5NjlNci%2BtA%3D%3D,39220,"Servicio de Eventos Ganaderos 2026. Lote 1: Concurso anual de ganado. Lote 2: Certamen del caballo de silla ""Montaña Central""",1
20251117_Licitaciones.xlsx,12/1/2025,JUNTA DE GOBIERNO DEL AYUNTAMIENTO DE TORREVIEJA (ALICANTE),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=AiIG0Pp3hRFeKgd8LfVV9g%3D%3D,54402.43,"Contratación de la organización de desfile de comparsas del Carnaval de Torrevieja en Madrid, mediante tramitación anticipada de gasto, por urgencia.",1
20251117_Licitaciones.xlsx,,"PRINCIPADO DE ASTURIAS. CONSEJERÍA DE PRESIDENCIA, RETO DEMOGRÁFICO, IGUALDAD Y TURISMO",perfil.asturias.es,,"Campaña de publicidad sobre las deducciones fiscales autonómicas a las que se pueden acoger los ciudadanos de la comunidad autónoma durante las campañas de la renta 2025 y 2026. Lote 1 Diseño de la creatividad, producción y planificación de la estrategia de comunicación. Lote 2 Plan de medios de la campaña de publicidad institucional",3
20251118_Licitaciones.xlsx,12/1/2025,"JEFATURA DE UNIDAD DE MEDIOS INTERNOS -ÁREA DE COMPRAS DE LA COMPAÑÍA ESPAÑOLA DE SEGUROS DE CRÉDITO A LA EXPORTACIÓN S.A., S.M.E. (CESCE)",contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=n465auzu%2FUUadbH3CysQuQ%3D%3D,315000,Elaboración de Piezas Audiovisuales para Cesce.,5
20251118_Licitaciones.xlsx,12/3/2025,FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION,contractaciopublica.cat/es/detall-publicacio/c3b7b31a-4486-4747-a92b-6eb72668a601/300621239,164049.59,"El objeto del presente contrato consiste en la prestación de un servicio integral de producción audiovisual, identidad visual y adaptación de formatos a entornos multicanal, destinado a la realización del proyecto audiovisual “20 años, 20 historias: Vidas Conectadas”, con motivo de la conmemoración de los 20 años del MWC en Barcelona. El servicio tiene por finalidad conceptualizar, producir y postproducir una serie documental compuesta por diez (10) cápsulas audiovisuales y una pieza resumen, así como desarrollar su identidad visual y los materiales gráficos y promocionales asociados, garantizando la coherencia narrativa, estética e institucional de todo el conjunto.",5
20251118_Licitaciones.xlsx,12/2/2025,DIRECCIÓN DE LA FUNDACIÓN ICO,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=BmZ2dlngHlsQyBAnWzHfCg%3D%3D,50000,"El presente pliego tiene por objeto la contratación del servicio de transporte de la exposición Escultura con dibujo Colecciones ICO, formada por 45 dibujos y 34 esculturas de mediano y gran formato.",1
20251118_Licitaciones.xlsx,12/2/2025,CONSELL COMARCAL DEL MARESME (BARCELONA),contractaciopublica.cat/ca/detall-publicacio/fdf5ad0e-1bcc-4c09-9d66-720253e7ecb2/300621047,61983.47,"El objeto del presente contrato es la contratación del diseño, organización y gestión de una pequeña feria de promoción de los productos ganaderos de la comarca del Maresme y de sensibilización sobre las ventajas del silvopasto para la reducción del riesgo de incendios y para la activación del sector ganadero en la comarca.",4
20251118_Licitaciones.xlsx,12/2/2025,INSTITUTO DE CULTURA DE BARCELONA,contractaciopublica.cat/ca/detall-publicacio/e4f82256-4bad-464f-9dfc-e6a433dc719d/300620652,170036.03,"El objeto del contrato son los servicios de oficina técnica para la gestión de la contratación, logística de viajes y alojamientos del festival Món Llibre, con medidas de contratación pública sostenible.",1
20251118_Licitaciones.xlsx,12/3/2025,UNIVERSITAT DE BARCELONA,contractaciopublica.cat/ca/detall-publicacio/34030336-2cad-48aa-bf88-b70e7085565d/300620258,80000,"Servicio de reacondicionamiento del stand de ediciones anteriores (2024 y 2025) del Salón de la Enseñanza para la edición 2026. El reacondicionamiento contempla: - Transporte de los módulos del stand de las ediciones anteriores en la Fira de Barcelona desde el almacén de la empresa 118Studio Produc. puntos de anclaje y su certificación, canon de montaje y servicios de limpieza - Instalación de nuevo entarimado y enmoquetado de los espacios de la UB - Realización de la instalación eléctrica y red cableada - Instalación del truss perimetral de características similares a las ediciones anteriores - Suministro de los elementos audiovisuales: videowall del estado, reacondicionamiento y repintado de cubos interactivos y aéreos - Realización de la nueva rotulación de acuerdo con la incorporación de la marca del 575 Aniversario y con la nueva oferta formativa para el curso 2026-2027 - Montaje del stand - Desmontaje, transporte y destrucción del stand al finalizar",1
20251118_Licitaciones.xlsx,11/24/2025,INSTITUTO MUNICIPAL DE LA VIVIENDA Y REHABILITACIÓN DE BARCELONA,contractaciopublica.cat/es/detall-publicacio/300620690,8000,"Estudio de mercado, procedimientos y normativa para la colocación de lonas publicitarias por el departamento de Comunicación del IMHAB -25/086-",2
20251118_Licitaciones.xlsx,11/24/2025,INSTITUTO DE CULTURA DE BARCELONA,licitacions.bcn.cat/licitacion/licitaciones/detalle?id=13675182,1852,"Contratación de una oficina técnica para la contratación de la conceptualización,
 coordinación, difusión y realización de una mesa redonda con motivo de la presentación de las 
""Actas de las Jornadas de los Jardines claustrales de Cataluña""",3
20251118_Licitaciones.xlsx,11/21/2025,"INFORMACIO I COMUNICACIO DE BARCELONA, SA, SPM",licitacions.bcn.cat/licitacion/licitaciones/detalle?id=13684334,14900,Servicio de Realización en directo para la producción especial de Cantagran en el Auditori de Barcelona.,2
20251118_Licitaciones.xlsx,11/24/2025,INSTITUTO DE CULTURA DE BARCELONA,licitacions.bcn.cat/licitacion/licitaciones/detalle?id=13676470,4800.5,Adecuación de sala de exposiciones de la PL4 del MUEC para la próxima exposición.,1
20251118_Licitaciones.xlsx,11/21/2025,AYUNTAMIENTO DE BARCELONA,licitacions.bcn.cat/licitacion/licitaciones/detalle?id=13652996,6900,Impresión de materiales para confeccionar una colección de cromos del barrio de Sant Antoni.,1
20251118_Licitaciones.xlsx,11/20/2025,JUNTA DE GOBIERNO DEL AYUNTAMIENTO DE MÓSTOLES (MADRID),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=tYjli9n6EpsadbH3CysQuQ%3D%3D,1000,Servicio de adaptación a lectura fácil para personas con diversidad funcional del programa de las fiestas de navidad 2025 del Ayuntamiento de Móstoles.,2
20251118_Licitaciones.xlsx,11/22/2025,JUNTA DE GOBIERNO DEL AYUNTAMIENTO DE MÓSTOLES (MADRID),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=5NEivslRQmp9PLkba5eRog%3D%3D,,"Alquiler, montaje, instalación y desmontaje de la equipación técnica, musical y de backline necesaria para la función “YA NO ESTOY SOLA” que se llevará a cabo por la compañía de DIANA NAVARRO el día 29 de noviembre de 2025 en el Teatro del Bosque de Móstoles",2
20251118_Licitaciones.xlsx,12/12/2025,DIPUTACIÓN DE BARCELONA,contractaciopublica.cat/ca/detall-publicacio/65ee5a28-169f-4f25-b2e6-be58e862edae/300620597,40000,"Organización y dinamización de espacios de participación (Living Labs) en distintos parques de la Red de Parques Naturales. Proyecto LIFE21-ipc-es-life-ecoadapt50 (ll4cc, wp3). El trabajo a contratar forma parte del apoyo externo necesario para la gestión del proyecto LIFE-eCOadapt50/101069781 (Exp 2021/0019157.), subvención concedida por la Unión Europea en el marco de la convocatoria “LIFE-2021-STRAT-CLIMA-SIP-twostage”.",2
20251118_Licitaciones.xlsx,12/17/2025,"CORPORACIÓ CATALANA DE MITJANS AUDIOVISUALS, SA (CCMA, SA)",contractaciopublica.cat/ca/perfils-contractant/detall/203758,,"Servicio de diseño creativo digital. Servicio de creación de imágenes digitales en diverses tipologías de grafismos y
 
proyectos asociados",5
20251119_Licitaciones.xlsx,12/11/2025,INSTITUTO MUNICIPAL DE LA VIVIENDA Y REHABILITACIÓN DE BARCELONA,contractaciopublica.cat/ca/detall-publicacio/0cf919ff-286a-44c4-9dbe-8b393012c638/300606457,71867.58,"Servicio de grabación y documentación audiovisual de los actos, eventos y elementos de interés comunicativo para el Departamento de Comunicación del Instituto Municipal de la Vivienda y Rehabilitación de Barcelona. Expte. 25/083.",3
20251119_Licitaciones.xlsx,12/3/2025,INSTITUT CATALÀ DEL SÒL (INCASÒL),contractaciopublica.cat/ca/detall-publicacio/0d542e9d-2fdf-4d9c-b265-f411df902f77/300621593,40000,VCG/LCA - Servicio de traducción y corrección de textos de varios documentos del Instituto Catalán del Suelo,1
20251119_Licitaciones.xlsx,12/3/2025,"PRESTACIÓ DE SERVEIS A LA CIUTADANIA, SA (PRESECSA)",contractaciopublica.cat/ca/detall-publicacio/e22bbac8-4b8f-472c-bd23-0f5b0a3b0be9/300615925,5000,Es el servicio de elaboración de material audiovisual y de comunicación por la empresa municipal Prestación de Servicios a la Ciudadanía S.A,4
20251119_Licitaciones.xlsx,12/2/2025,JUNTA DE GOBIERNO DEL AYUNTAMIENTO DE NAVALCARNERO (MADRID),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=2cukWIIGtZLXOjazN1Dw9Q%3D%3D,14450,Contrato del servicio de gestión y mantenimiento de los once mupis municipales del Ayuntamiento de Navalcarnero (Madrid),1
20251119_Licitaciones.xlsx,12/4/2025,FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION,contractaciopublica.cat/es/detall-publicacio/ec6901a6-fb21-4a10-a74d-5bcfc77dc40d/300621246,124000,"El objeto del contrato consiste en la prestación de un servicio de conceptualización, coordinación y ejecución del proyecto Mobile Lunch 2026, en los términos y condiciones definidos en el Pliego de Prescripciones Técnicas.",2
20251119_Licitaciones.xlsx,11/25/2025,AYUNTAMIENTO DE BARCELONA,licitacions.bcn.cat/licitacion/licitaciones/detalle?id=13680085,3490,Servicio de dinamización del acto de llegada de la Cabalgata de Reyes en Sants 2026,2
20251119_Licitaciones.xlsx,11/19/2025,AYUNTAMIENTO DE CERDANYOLA DEL VALLÈS (BARCELONA),community.vortal.biz/public/?currentLanguage=es,,"Contrato menor servicio artístico actividad ludoespacio ""Juegos del Mundo""",2
20251119_Licitaciones.xlsx,11/24/2025,PRINCIPADO DE ASTURIAS. CONSEJERÍA DE MEDIO RURAL Y POLÍTICA AGRARIA,miprincipado.asturias.es/perfil-contratante/ofertas-contratos-menores,5500,"Producción y suministro de calendarios para promoción de la marca ""Alimentos del Paraíso Natural""",1
20251119_Licitaciones.xlsx,11/21/2025,JUNTA DE GOBIERNO DEL AYUNTAMIENTO DE ALCOBENDAS (MADRID),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=DM52KpYhCfMmMOlAXxDEjw%3D%3D,5000,Asistencia técnica para la producción y edición de videos del Parque Forestal Princesa Leonor- Nodo de hábitats.,3
20251119_Licitaciones.xlsx,12/10/2025,CÁMARA DE COMERCIO DE MALLORCA,www.cambramallorca.com/perfildelcontratante,61200,"Procedimiento abierto para la contratación del servicio de diseño, instalación, decoración, montaje y mantenimiento del stand institucional de Mallorca en la Feria ProWein 2026 a celebrar en Düsseldorf, Alemania.",2
20251119_Licitaciones.xlsx,12/15/2025,IFEMA - INSTITUCIÓN FERIAL DE MADRID,licitaciones2.ifema.es/licitacion/licitaciones/detalle?id=3045500,75000,Contratación de servicios profesionales para la gestión y enriquecimiento de la propuesta del valor del observatorio Fiturnext de Fitur.,2
20251119_Licitaciones.xlsx,12/10/2025,IFEMA - INSTITUCIÓN FERIAL DE MADRID,licitaciones2.ifema.es/licitacion/licitaciones/detalle?id=3045875,325781,"Servicio de agencia creativa integral para el desarrollo del diseño, creatividad y comunicación visual del proyecto circuito Madring.",5
20251119_Licitaciones.xlsx,12/1/2025,SEGIB - SECRETARÍA GENERAL IBEROAMERICANA,segib.org/es/contrataciones/,18000,Licitación para la contratación de servicios profesionales para la evaluación integral del programa Ibermuseos y el estudio de viabilidad de un futuro proyecto de asistencias técnicas,1
20251119_Licitaciones.xlsx,12/17/2025,AENA. DIRECCIÓN DE CONTRATACIÓN,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=N%2FGgDhjlj0AkJPJS%2BPS9vg%3D%3D,1284850,"Servicios de A.T. y arquitectónica para el desarrollo del diseño y proyectos de ejecución de salas vip, plazas comerciales y fast lane/fast track en Aena",1
20251119_Licitaciones.xlsx,12/17/2025,AENA. PRESIDENCIA. CONSEJERO DELEGADO,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=AbUoYGGbTUeFQ%2FlhRK79lA%3D%3D,8000000,"A.T. redacción de proyectos de obra civil en varios Aeropuertos - Fase VII. Lote - 1 Aptos Zonas
Norte, Este y Baleares. Lote - 2 Aptos Zonas Centro, Sur y Canarias. ",1
20251119_Licitaciones.xlsx,12/5/2025,"XUNTA DE GALICIA. CONSEJERÍA DE CULTURA, LENGUA Y JUVENTUD",www.contratosdegalicia.gal/licitacion?N=826803,194121.94,"CUL-2026-0012: Organización de los actos que va a desarrollar la Consellería de Cultura, Lengua y Juventud en las ferias internacionales del libro del año 2026 (3 lotes): Buenos Aires (Argentina), Barcelona y Guadalajara (México)",1
20251119_Licitaciones.xlsx,12/9/2025,"COMUNIDAD DE MADRID. CONSEJERÍA DE EDUCACIÓN, CIENCIA Y UNIVERSIDADES",contratos-publicos.comunidad.madrid/contrato-publico/prestacion-servicios-necesarios-participacion-direccion-general-educacion,99760.23,"El objeto de este contrato es la prestación integrada de todos los servicios necesarios para la participación de la Dirección General de Educación Secundaria, Formación Profesional y Régimen Especial, la Dirección General de Universidades y la Dirección General de Enseñanzas Artísticas en la Semana de la Educación, en la Feria AULA 2026, que tendrá lugar en el municipio de Madrid del 11 al 15 de marzo de 2026, conforme a las prescripciones establecidas en el Pliego de Prescripciones Técnicas Particulares.",2
20251119_Licitaciones.xlsx,12/9/2025,JUNTA DE GOBIERNO DEL AYUNTAMIENTO DE ALGETE (MADRID),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=y2b284vIIQMkJPJS%2BPS9vg%3D%3D,60000,Servicio de Comunicación y Fotografía Institucional y Diseño gráfico y edición de publicaciones impresas y multimedia del Ayuntamiento de Algete. Lote 1: Servicio de Comunicación institucional. Lote 2: Servicio de captación de imagen y diseño gráfico y edición de publicaciones impresas,2
20251120_Licitaciones.xlsx,12/3/2025,DIRECCIÓN DEL MUSEO NACIONAL CENTRO DE ARTE REINA SOFÍA,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Nojsoy%2BrznngL1BHd3qjQA%3D%3D,98400,"Servicio de montaje, mantenimiento y desmontaje museográfico de la exposición temporal “AURÈLIA MUÑOZ” del Museo Nacional Centro de Arte Reina Sofía.",1
20251120_Licitaciones.xlsx,12/8/2025,PRESIDENCIA DEL CONSEJO DE ADMINISTRACIÓN DE LA AUTORIDAD PORTUARIA DE BARCELONA (PORT DE BARCELONA),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=2OD5PnAU9WhSYrkJkLlFdw%3D%3D,75000,"Diseño, conceptualización, construcción, montaje y desmontaje del estand del Port de Barcelona en la feria SIL BARCELONA 2026.",1
20251120_Licitaciones.xlsx,12/1/2025,EMPRESA ESTATAL MERCADOS CENTRALES DE ABASTECIMIENTO SA (MERCASA),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=lClVmmaA3EEeIBJRHQiPkQ%3D%3D,237000,"La contratación de los servicios de una agencia de comunicación integral que de soporte a la celebración del 60 aniversario de Mercasa desde la Dirección de Relaciones Institucionales, ESG y Comunicación",5
20251120_Licitaciones.xlsx,11/26/2025,"INFORMACIO I COMUNICACIO DE BARCELONA, SA, SPM",licitacions.bcn.cat/licitacion/licitaciones/detalle?id=13721663,14500,Servicio de Realización remota para la producción especial de Cursa dels Nassos de Barcelona,2
